name,family,category,is_body,is_serif,is_italic,weight
Montserrat 400 Italic,Montserrat,sans-serif,1,0,1,regular
Montserrat 500,Montserrat,sans-serif,1,0,1,medium
Montserrat 500 Italic,Montserrat,sans-serif,1,0,1,medium
Montserrat 600,Montserrat,sans-serif,1,0,1,semibold
Montserrat 600 Italic,Montserrat,sans-serif,1,0,1,semibold
Montserrat 700,Montserrat,sans-serif,1,0,1,bold
Montserrat 700 Italic,Montserrat,sans-serif,1,0,1,bold
Montserrat 800,Montserrat,sans-serif,1,0,1,extrabold
Montserrat 800 Italic,Montserrat,sans-serif,1,0,1,extrabold
Montserrat 900,Montserrat,sans-serif,1,0,1,black
Montserrat 900 Italic,Montserrat,sans-serif,1,0,1,black
Montserrat Alternates 100,Montserrat Alternates,sans-serif,1,0,0,thin
Montserrat Alternates 100 Italic,Montserrat Alternates,sans-serif,1,0,1,thin
Montserrat Alternates 200,Montserrat Alternates,sans-serif,1,0,1,extralight
Montserrat Alternates 200 Italic,Montserrat Alternates,sans-serif,1,0,1,extralight
Montserrat Alternates 300,Montserrat Alternates,sans-serif,1,0,1,light
Montserrat Alternates 300 Italic,Montserrat Alternates,sans-serif,1,0,1,light
Montserrat Alternates 400,Montserrat Alternates,sans-serif,1,0,1,regular
Montserrat Alternates 400 Italic,Montserrat Alternates,sans-serif,1,0,1,regular
Montserrat Alternates 500,Montserrat Alternates,sans-serif,1,0,1,medium
Montserrat Alternates 500 Italic,Montserrat Alternates,sans-serif,1,0,1,medium
Montserrat Alternates 600,Montserrat Alternates,sans-serif,1,0,1,semibold
Montserrat Alternates 600 Italic,Montserrat Alternates,sans-serif,1,0,1,semibold
Montserrat Alternates 700,Montserrat Alternates,sans-serif,1,0,1,bold
Montserrat Alternates 700 Italic,Montserrat Alternates,sans-serif,1,0,1,bold
Montserrat Alternates 800,Montserrat Alternates,sans-serif,1,0,1,extrabold
Montserrat Alternates 800 Italic,Montserrat Alternates,sans-serif,1,0,1,extrabold
Montserrat Alternates 900,Montserrat Alternates,sans-serif,1,0,1,black
Montserrat Alternates 900 Italic,Montserrat Alternates,sans-serif,1,0,1,black
Montserrat Subrayada 400,Montserrat Subrayada,sans-serif,1,0,0,regular
Montserrat Subrayada 700,Montserrat Subrayada,sans-serif,1,0,0,bold
Mountains of Christmas 400,Mountains of Christmas,display,0,1,0,regular
Mountains of Christmas 700,Mountains of Christmas,display,0,1,0,bold
Mouse Memoirs,Mouse Memoirs,sans-serif,1,0,0,regular
Mr Bedfort,Mr Bedfort,handwriting,1,0,0,regular
Mr Dafoe,Mr Dafoe,handwriting,1,0,0,regular
Mr De Haviland,Mr De Haviland,handwriting,1,0,0,regular
Mrs Saint Delafield,Mrs Saint Delafield,handwriting,1,0,0,regular
Mrs Sheppards,Mrs Sheppards,handwriting,1,0,0,regular
Mukta 200,Mukta,sans-serif,1,0,0,extralight
Mukta 300,Mukta,sans-serif,1,0,0,light
Mukta 400,Mukta,sans-serif,1,0,0,regular
Mukta 500,Mukta,sans-serif,1,0,0,medium
Mukta 600,Mukta,sans-serif,1,0,0,semibold
Mukta 700,Mukta,sans-serif,1,0,0,bold
Mukta 800,Mukta,sans-serif,1,0,0,extrabold
Mukta Mahee 200,Mukta Mahee,sans-serif,1,0,0,extralight
Mukta Mahee 300,Mukta Mahee,sans-serif,1,0,0,light
Mukta Mahee 400,Mukta Mahee,sans-serif,1,0,0,regular
Mukta Mahee 500,Mukta Mahee,sans-serif,1,0,0,medium
Mukta Mahee 600,Mukta Mahee,sans-serif,1,0,0,semibold
Mukta Mahee 700,Mukta Mahee,sans-serif,1,0,0,bold
Mukta Mahee 800,Mukta Mahee,sans-serif,1,0,0,extrabold
Mukta Malar 200,Mukta Malar,sans-serif,1,0,0,extralight
Mukta Malar 300,Mukta Malar,sans-serif,1,0,0,light
Mukta Malar 400,Mukta Malar,sans-serif,1,0,0,regular
Mukta Malar 500,Mukta Malar,sans-serif,1,0,0,medium
Mukta Malar 600,Mukta Malar,sans-serif,1,0,0,semibold
Mukta Malar 700,Mukta Malar,sans-serif,1,0,0,bold
Mukta Malar 800,Mukta Malar,sans-serif,1,0,0,extrabold
Mukta Vaani 200,Mukta Vaani,sans-serif,1,0,0,extralight
Mukta Vaani 300,Mukta Vaani,sans-serif,1,0,0,light
Mukta Vaani 400,Mukta Vaani,sans-serif,1,0,0,regular
Mukta Vaani 500,Mukta Vaani,sans-serif,1,0,0,medium
Mukta Vaani 600,Mukta Vaani,sans-serif,1,0,0,semibold
Mukta Vaani 700,Mukta Vaani,sans-serif,1,0,0,bold
Mukta Vaani 800,Mukta Vaani,sans-serif,1,0,0,extrabold
Muli 200,Muli,sans-serif,1,0,0,extralight
Muli 200 Italic,Muli,sans-serif,1,0,1,extralight
Muli 300,Muli,sans-serif,1,0,1,light
Muli 300 Italic,Muli,sans-serif,1,0,1,light
Muli 400,Muli,sans-serif,1,0,1,regular
Muli 400 Italic,Muli,sans-serif,1,0,1,regular
Muli 600,Muli,sans-serif,1,0,1,semibold
Muli 600 Italic,Muli,sans-serif,1,0,1,semibold
Muli 700,Muli,sans-serif,1,0,1,bold
Muli 700 Italic,Muli,sans-serif,1,0,1,bold
Muli 800,Muli,sans-serif,1,0,1,extrabold
Muli 800 Italic,Muli,sans-serif,1,0,1,extrabold
Muli 900,Muli,sans-serif,1,0,1,black
Muli 900 Italic,Muli,sans-serif,1,0,1,black
Mystery Quest,Mystery Quest,display,0,1,0,regular
NTR,NTR,sans-serif,1,0,0,regular
Nanum Brush Script,Nanum Brush Script,handwriting,1,0,0,regular
Nanum Gothic 400,Nanum Gothic,sans-serif,1,0,0,regular
Nanum Gothic 700,Nanum Gothic,sans-serif,1,0,0,bold
Nanum Gothic 800,Nanum Gothic,sans-serif,1,0,0,extrabold
Nanum Gothic Coding 400,Nanum Gothic Coding,monospace,1,1,0,regular
Nanum Gothic Coding 700,Nanum Gothic Coding,monospace,1,1,0,bold
Nanum Myeongjo 400,Nanum Myeongjo,serif,1,1,0,regular
Nanum Myeongjo 700,Nanum Myeongjo,serif,1,1,0,bold
Nanum Myeongjo 800,Nanum Myeongjo,serif,1,1,0,extrabold
Nanum Pen Script,Nanum Pen Script,handwriting,1,0,0,regular
Neucha,Neucha,handwriting,1,0,0,regular
Neuton 200,Neuton,serif,1,1,0,extralight
Neuton 300,Neuton,serif,1,1,0,light
Neuton 400,Neuton,serif,1,1,0,regular
Neuton 400 Italic,Neuton,serif,1,1,1,regular
Neuton 700,Neuton,serif,1,1,1,bold
Neuton 800,Neuton,serif,1,1,1,extrabold
New Rocker,New Rocker,display,0,1,0,regular
News Cycle 400,News Cycle,sans-serif,1,0,0,regular
News Cycle 700,News Cycle,sans-serif,1,0,0,bold
Niconne,Niconne,handwriting,1,0,0,regular
Niramit 200,Niramit,sans-serif,1,0,0,extralight
Niramit 200 Italic,Niramit,sans-serif,1,0,1,extralight
Niramit 300,Niramit,sans-serif,1,0,1,light
Niramit 300 Italic,Niramit,sans-serif,1,0,1,light
Niramit 400,Niramit,sans-serif,1,0,1,regular
Niramit 400 Italic,Niramit,sans-serif,1,0,1,regular
Niramit 500,Niramit,sans-serif,1,0,1,medium
Niramit 500 Italic,Niramit,sans-serif,1,0,1,medium
Niramit 600,Niramit,sans-serif,1,0,1,semibold
Niramit 600 Italic,Niramit,sans-serif,1,0,1,semibold
Niramit 700,Niramit,sans-serif,1,0,1,bold
Niramit 700 Italic,Niramit,sans-serif,1,0,1,bold
Nixie One,Nixie One,display,0,1,0,regular
Nobile 400,Nobile,sans-serif,1,0,0,regular
Nobile 400 Italic,Nobile,sans-serif,1,0,1,regular
Nobile 500,Nobile,sans-serif,1,0,1,medium
Nobile 500 Italic,Nobile,sans-serif,1,0,1,medium
Nobile 700,Nobile,sans-serif,1,0,1,bold
Nobile 700 Italic,Nobile,sans-serif,1,0,1,bold
Norican,Norican,handwriting,1,0,0,regular
Nosifer,Nosifer,display,0,0,0,regular
Notable,Notable,sans-serif,1,0,0,regular
Nothing You Could Do,Nothing You Could Do,handwriting,1,0,0,regular
Noticia Text 400,Noticia Text,serif,1,1,0,regular
Noticia Text 400 Italic,Noticia Text,serif,1,1,1,regular
Noticia Text 700,Noticia Text,serif,1,1,1,bold
Noticia Text 700 Italic,Noticia Text,serif,1,1,1,bold
Noto Sans 400,Noto Sans,sans-serif,1,0,0,regular
Noto Sans 400 Italic,Noto Sans,sans-serif,1,0,1,regular
Noto Sans 700,Noto Sans,sans-serif,1,0,1,bold
Noto Sans 700 Italic,Noto Sans,sans-serif,1,0,1,bold
Noto Sans HK 100,Noto Sans HK,sans-serif,1,0,0,thin
Noto Sans HK 300,Noto Sans HK,sans-serif,1,0,0,light
Noto Sans HK 400,Noto Sans HK,sans-serif,1,0,0,regular
Noto Sans HK 500,Noto Sans HK,sans-serif,1,0,0,medium
Noto Sans HK 700,Noto Sans HK,sans-serif,1,0,0,bold
Noto Sans HK 900,Noto Sans HK,sans-serif,1,0,0,black
Noto Sans JP 100,Noto Sans JP,sans-serif,1,0,0,thin
Noto Sans JP 300,Noto Sans JP,sans-serif,1,0,0,light
Noto Sans JP 400,Noto Sans JP,sans-serif,1,0,0,regular
Noto Sans JP 500,Noto Sans JP,sans-serif,1,0,0,medium
Noto Sans JP 700,Noto Sans JP,sans-serif,1,0,0,bold
Noto Sans JP 900,Noto Sans JP,sans-serif,1,0,0,black
Noto Sans KR 100,Noto Sans KR,sans-serif,1,0,0,thin
Noto Sans KR 300,Noto Sans KR,sans-serif,1,0,0,light
Noto Sans KR 400,Noto Sans KR,sans-serif,1,0,0,regular
Noto Sans KR 500,Noto Sans KR,sans-serif,1,0,0,medium
Noto Sans KR 700,Noto Sans KR,sans-serif,1,0,0,bold
Noto Sans KR 900,Noto Sans KR,sans-serif,1,0,0,black
Noto Sans SC 100,Noto Sans SC,sans-serif,1,0,0,thin
Noto Sans SC 300,Noto Sans SC,sans-serif,1,0,0,light
Noto Sans SC 400,Noto Sans SC,sans-serif,1,0,0,regular
Noto Sans SC 500,Noto Sans SC,sans-serif,1,0,0,medium
Noto Sans SC 700,Noto Sans SC,sans-serif,1,0,0,bold
Noto Sans SC 900,Noto Sans SC,sans-serif,1,0,0,black
Noto Sans TC 100,Noto Sans TC,sans-serif,1,0,0,thin
Noto Sans TC 300,Noto Sans TC,sans-serif,1,0,0,light
Noto Sans TC 400,Noto Sans TC,sans-serif,1,0,0,regular
Noto Sans TC 500,Noto Sans TC,sans-serif,1,0,0,medium
Noto Sans TC 700,Noto Sans TC,sans-serif,1,0,0,bold
Noto Sans TC 900,Noto Sans TC,sans-serif,1,0,0,black
Noto Serif 400,Noto Serif,serif,1,1,0,regular
Noto Serif 400 Italic,Noto Serif,serif,1,1,1,regular
Noto Serif 700,Noto Serif,serif,1,1,1,bold
Noto Serif 700 Italic,Noto Serif,serif,1,1,1,bold
Noto Serif JP 200,Noto Serif JP,serif,1,1,0,extralight
Noto Serif JP 300,Noto Serif JP,serif,1,1,0,light
Noto Serif JP 400,Noto Serif JP,serif,1,1,0,regular
Noto Serif JP 500,Noto Serif JP,serif,1,1,0,medium
Noto Serif JP 600,Noto Serif JP,serif,1,1,0,semibold
Noto Serif JP 700,Noto Serif JP,serif,1,1,0,bold
Noto Serif JP 900,Noto Serif JP,serif,1,1,0,black
Noto Serif KR 200,Noto Serif KR,serif,1,1,0,extralight
Noto Serif KR 300,Noto Serif KR,serif,1,1,0,light
Noto Serif KR 400,Noto Serif KR,serif,1,1,0,regular
Noto Serif KR 500,Noto Serif KR,serif,1,1,0,medium
Noto Serif KR 600,Noto Serif KR,serif,1,1,0,semibold
Noto Serif KR 700,Noto Serif KR,serif,1,1,0,bold
Noto Serif KR 900,Noto Serif KR,serif,1,1,0,black
Noto Serif SC 200,Noto Serif SC,serif,1,1,0,extralight
Noto Serif SC 300,Noto Serif SC,serif,1,1,0,light
Noto Serif SC 400,Noto Serif SC,serif,1,1,0,regular
Noto Serif SC 500,Noto Serif SC,serif,1,1,0,medium
Noto Serif SC 600,Noto Serif SC,serif,1,1,0,semibold
Noto Serif SC 700,Noto Serif SC,serif,1,1,0,bold
Noto Serif SC 900,Noto Serif SC,serif,1,1,0,black
Noto Serif TC 200,Noto Serif TC,serif,1,1,0,extralight
Noto Serif TC 300,Noto Serif TC,serif,1,1,0,light
Noto Serif TC 400,Noto Serif TC,serif,1,1,0,regular
Noto Serif TC 500,Noto Serif TC,serif,1,1,0,medium
Noto Serif TC 600,Noto Serif TC,serif,1,1,0,semibold
Noto Serif TC 700,Noto Serif TC,serif,1,1,0,bold
Noto Serif TC 900,Noto Serif TC,serif,1,1,0,black
Nova Cut,Nova Cut,display,0,1,0,regular
Nova Flat,Nova Flat,display,0,0,0,regular
Nova Mono,Nova Mono,monospace,1,1,0,regular
Nova Oval,Nova Oval,display,0,1,0,regular
Nova Round,Nova Round,display,0,0,0,regular
Nova Script,Nova Script,display,0,1,0,regular
Nova Slim,Nova Slim,display,0,1,0,regular
Nova Square,Nova Square,display,0,0,0,regular
Numans,Numans,sans-serif,1,0,0,regular
Nunito 200,Nunito,sans-serif,1,0,0,extralight
Nunito 200 Italic,Nunito,sans-serif,1,0,1,extralight
Nunito 300,Nunito,sans-serif,1,0,1,light
Nunito 300 Italic,Nunito,sans-serif,1,0,1,light
Nunito 400,Nunito,sans-serif,1,0,1,regular
Nunito 400 Italic,Nunito,sans-serif,1,0,1,regular
Nunito 600,Nunito,sans-serif,1,0,1,semibold
Nunito 600 Italic,Nunito,sans-serif,1,0,1,semibold
Nunito 700,Nunito,sans-serif,1,0,1,bold
Nunito 700 Italic,Nunito,sans-serif,1,0,1,bold
Nunito 800,Nunito,sans-serif,1,0,1,extrabold
Nunito 800 Italic,Nunito,sans-serif,1,0,1,extrabold
Nunito 900,Nunito,sans-serif,1,0,1,black
Nunito 900 Italic,Nunito,sans-serif,1,0,1,black
Nunito Sans 200,Nunito Sans,sans-serif,1,0,0,extralight
Nunito Sans 200 Italic,Nunito Sans,sans-serif,1,0,1,extralight
Nunito Sans 300,Nunito Sans,sans-serif,1,0,1,light
Nunito Sans 300 Italic,Nunito Sans,sans-serif,1,0,1,light
Nunito Sans 400,Nunito Sans,sans-serif,1,0,1,regular
Nunito Sans 400 Italic,Nunito Sans,sans-serif,1,0,1,regular
Nunito Sans 600,Nunito Sans,sans-serif,1,0,1,semibold
Nunito Sans 600 Italic,Nunito Sans,sans-serif,1,0,1,semibold
Nunito Sans 700,Nunito Sans,sans-serif,1,0,1,bold
Nunito Sans 700 Italic,Nunito Sans,sans-serif,1,0,1,bold
Nunito Sans 800,Nunito Sans,sans-serif,1,0,1,extrabold
Nunito Sans 800 Italic,Nunito Sans,sans-serif,1,0,1,extrabold
Nunito Sans 900,Nunito Sans,sans-serif,1,0,1,black
Nunito Sans 900 Italic,Nunito Sans,sans-serif,1,0,1,black
Offside,Offside,display,0,0,0,regular
Old Standard TT 400,Old Standard TT,serif,1,1,0,regular
Old Standard TT 400 Italic,Old Standard TT,serif,1,1,1,regular
Old Standard TT 700,Old Standard TT,serif,1,1,1,bold
Oldenburg,Oldenburg,display,0,1,0,regular
Oleo Script 400,Oleo Script,display,0,1,0,regular
Oleo Script 700,Oleo Script,display,0,1,0,bold
Oleo Script Swash Caps 400,Oleo Script Swash Caps,display,0,1,0,regular
Oleo Script Swash Caps 700,Oleo Script Swash Caps,display,0,1,0,bold
Open Sans 300,Open Sans,sans-serif,1,0,0,light
Open Sans 300 Italic,Open Sans,sans-serif,1,0,1,light
Open Sans 400,Open Sans,sans-serif,1,0,1,regular
Open Sans 400 Italic,Open Sans,sans-serif,1,0,1,regular
Open Sans 600,Open Sans,sans-serif,1,0,1,semibold
Open Sans 600 Italic,Open Sans,sans-serif,1,0,1,semibold
Open Sans 700,Open Sans,sans-serif,1,0,1,bold
Open Sans 700 Italic,Open Sans,sans-serif,1,0,1,bold
Open Sans 800,Open Sans,sans-serif,1,0,1,extrabold
Open Sans 800 Italic,Open Sans,sans-serif,1,0,1,extrabold
Open Sans Condensed 300,Open Sans Condensed,sans-serif,1,0,0,light
Open Sans Condensed 300 Italic,Open Sans Condensed,sans-serif,1,0,1,light
Open Sans Condensed 700,Open Sans Condensed,sans-serif,1,0,1,bold
Oranienbaum,Oranienbaum,serif,1,1,0,regular
Orbitron 400,Orbitron,sans-serif,1,0,0,regular
Orbitron 500,Orbitron,sans-serif,1,0,0,medium
Orbitron 700,Orbitron,sans-serif,1,0,0,bold
Orbitron 900,Orbitron,sans-serif,1,0,0,black
Oregano 400,Oregano,display,0,0,0,regular
Oregano 400 Italic,Oregano,display,0,0,1,regular
Orienta,Orienta,sans-serif,1,0,0,regular
Original Surfer,Original Surfer,display,0,1,0,regular
Oswald 200,Oswald,sans-serif,1,0,0,extralight
Oswald 300,Oswald,sans-serif,1,0,0,light
Oswald 400,Oswald,sans-serif,1,0,0,regular
Oswald 500,Oswald,sans-serif,1,0,0,medium
Oswald 600,Oswald,sans-serif,1,0,0,semibold
Oswald 700,Oswald,sans-serif,1,0,0,bold
Over the Rainbow,Over the Rainbow,handwriting,1,0,0,regular
Overlock 400,Overlock,display,0,1,0,regular
Overlock 400 Italic,Overlock,display,0,1,1,regular
Overlock 700,Overlock,display,0,1,1,bold
Overlock 700 Italic,Overlock,display,0,1,1,bold
Overlock 900,Overlock,display,0,1,1,black
Overlock 900 Italic,Overlock,display,0,1,1,black
Overlock SC,Overlock SC,display,0,1,0,regular
Overpass 100,Overpass,sans-serif,1,0,0,thin
Overpass 100 Italic,Overpass,sans-serif,1,0,1,thin
Overpass 200,Overpass,sans-serif,1,0,1,extralight
Overpass 200 Italic,Overpass,sans-serif,1,0,1,extralight
Overpass 300,Overpass,sans-serif,1,0,1,light
Overpass 300 Italic,Overpass,sans-serif,1,0,1,light
Overpass 400,Overpass,sans-serif,1,0,1,regular
Overpass 400 Italic,Overpass,sans-serif,1,0,1,regular
Overpass 600,Overpass,sans-serif,1,0,1,semibold
Overpass 600 Italic,Overpass,sans-serif,1,0,1,semibold
Overpass 700,Overpass,sans-serif,1,0,1,bold
Overpass 700 Italic,Overpass,sans-serif,1,0,1,bold
Overpass 800,Overpass,sans-serif,1,0,1,extrabold
Overpass 800 Italic,Overpass,sans-serif,1,0,1,extrabold
Overpass 900,Overpass,sans-serif,1,0,1,black
Overpass 900 Italic,Overpass,sans-serif,1,0,1,black
Overpass Mono 300,Overpass Mono,monospace,1,1,0,light
Overpass Mono 400,Overpass Mono,monospace,1,1,0,regular
Overpass Mono 600,Overpass Mono,monospace,1,1,0,semibold
Overpass Mono 700,Overpass Mono,monospace,1,1,0,bold
Ovo,Ovo,serif,1,1,0,regular
Oxygen 300,Oxygen,sans-serif,1,0,0,light
Oxygen 400,Oxygen,sans-serif,1,0,0,regular
Oxygen 700,Oxygen,sans-serif,1,0,0,bold
Oxygen Mono,Oxygen Mono,monospace,1,1,0,regular
PT Mono,PT Mono,monospace,1,1,0,regular
PT Sans 400,PT Sans,sans-serif,1,0,0,regular
PT Sans 400 Italic,PT Sans,sans-serif,1,0,1,regular
PT Sans 700,PT Sans,sans-serif,1,0,1,bold
PT Sans 700 Italic,PT Sans,sans-serif,1,0,1,bold
PT Sans Caption 400,PT Sans Caption,sans-serif,1,0,0,regular
PT Sans Caption 700,PT Sans Caption,sans-serif,1,0,0,bold
PT Sans Narrow 400,PT Sans Narrow,sans-serif,1,0,0,regular
PT Sans Narrow 700,PT Sans Narrow,sans-serif,1,0,0,bold
PT Serif 400,PT Serif,serif,1,1,0,regular
PT Serif 400 Italic,PT Serif,serif,1,1,1,regular
PT Serif 700,PT Serif,serif,1,1,1,bold
PT Serif 700 Italic,PT Serif,serif,1,1,1,bold
PT Serif Caption 400,PT Serif Caption,serif,1,1,0,regular
PT Serif Caption 400 Italic,PT Serif Caption,serif,1,1,1,regular
Pacifico,Pacifico,handwriting,1,0,0,regular
Padauk 400,Padauk,sans-serif,1,0,0,regular
Padauk 700,Padauk,sans-serif,1,0,0,bold
Palanquin 100,Palanquin,sans-serif,1,0,0,thin
Palanquin 200,Palanquin,sans-serif,1,0,0,extralight
Palanquin 300,Palanquin,sans-serif,1,0,0,light
Palanquin 400,Palanquin,sans-serif,1,0,0,regular
Palanquin 500,Palanquin,sans-serif,1,0,0,medium
Palanquin 600,Palanquin,sans-serif,1,0,0,semibold
Palanquin 700,Palanquin,sans-serif,1,0,0,bold
Palanquin Dark 400,Palanquin Dark,sans-serif,1,0,0,regular
Palanquin Dark 500,Palanquin Dark,sans-serif,1,0,0,medium
Palanquin Dark 600,Palanquin Dark,sans-serif,1,0,0,semibold
Palanquin Dark 700,Palanquin Dark,sans-serif,1,0,0,bold
Pangolin,Pangolin,handwriting,1,0,0,regular
Paprika,Paprika,display,0,1,0,regular
Parisienne,Parisienne,handwriting,1,0,0,regular
Passero One,Passero One,display,0,0,0,regular
Passion One 400,Passion One,display,0,0,0,regular
Passion One 700,Passion One,display,0,0,0,bold
Passion One 900,Passion One,display,0,0,0,black
Pathway Gothic One,Pathway Gothic One,sans-serif,1,0,0,regular
Patrick Hand,Patrick Hand,handwriting,1,0,0,regular
Patrick Hand SC,Patrick Hand SC,handwriting,1,0,0,regular
Pattaya,Pattaya,sans-serif,1,0,0,regular
Patua One,Patua One,display,0,1,0,regular
Pavanam,Pavanam,sans-serif,1,0,0,regular
Paytone One,Paytone One,sans-serif,1,0,0,regular
Peddana,Peddana,serif,1,1,0,regular
Peralta,Peralta,display,0,1,0,regular
Permanent Marker,Permanent Marker,handwriting,1,0,0,regular
Petit Formal Script,Petit Formal Script,handwriting,1,0,0,regular
Petrona,Petrona,serif,1,1,0,regular
Philosopher 400,Philosopher,sans-serif,1,0,0,regular
Philosopher 400 Italic,Philosopher,sans-serif,1,0,1,regular
Philosopher 700,Philosopher,sans-serif,1,0,1,bold
Philosopher 700 Italic,Philosopher,sans-serif,1,0,1,bold
Piedra,Piedra,display,0,1,0,regular
Pinyon Script,Pinyon Script,handwriting,1,0,0,regular
Pirata One,Pirata One,display,0,1,0,regular
Plaster,Plaster,display,0,0,0,regular
Play 400,Play,sans-serif,1,0,0,regular
Play 700,Play,sans-serif,1,0,0,bold
Playball,Playball,display,0,1,0,regular
Playfair Display 400,Playfair Display,serif,1,1,0,regular
Playfair Display 400 Italic,Playfair Display,serif,1,1,1,regular
Playfair Display 700,Playfair Display,serif,1,1,1,bold
Playfair Display 700 Italic,Playfair Display,serif,1,1,1,bold
Playfair Display 900,Playfair Display,serif,1,1,1,black
Playfair Display 900 Italic,Playfair Display,serif,1,1,1,black
Playfair Display SC 400,Playfair Display SC,serif,1,1,0,regular
Playfair Display SC 400 Italic,Playfair Display SC,serif,1,1,1,regular
Playfair Display SC 700,Playfair Display SC,serif,1,1,1,bold
Playfair Display SC 700 Italic,Playfair Display SC,serif,1,1,1,bold
Playfair Display SC 900,Playfair Display SC,serif,1,1,1,black
Playfair Display SC 900 Italic,Playfair Display SC,serif,1,1,1,black
Podkova 400,Podkova,serif,1,1,0,regular
Podkova 500,Podkova,serif,1,1,0,medium
Podkova 600,Podkova,serif,1,1,0,semibold
Podkova 700,Podkova,serif,1,1,0,bold
Podkova 800,Podkova,serif,1,1,0,extrabold
Poiret One,Poiret One,display,0,0,0,regular
Poller One,Poller One,display,0,1,0,regular
Poly 400,Poly,serif,1,1,0,regular
Poly 400 Italic,Poly,serif,1,1,1,regular
Pompiere,Pompiere,display,0,0,0,regular
Pontano Sans,Pontano Sans,sans-serif,1,0,0,regular
Poor Story,Poor Story,display,0,0,0,regular
Poppins 100,Poppins,sans-serif,1,0,0,thin
Poppins 100 Italic,Poppins,sans-serif,1,0,1,thin
Poppins 200,Poppins,sans-serif,1,0,1,extralight
Poppins 200 Italic,Poppins,sans-serif,1,0,1,extralight
Poppins 300,Poppins,sans-serif,1,0,1,light
Poppins 300 Italic,Poppins,sans-serif,1,0,1,light
Poppins 400,Poppins,sans-serif,1,0,1,regular
Poppins 400 Italic,Poppins,sans-serif,1,0,1,regular
Poppins 500,Poppins,sans-serif,1,0,1,medium
Poppins 500 Italic,Poppins,sans-serif,1,0,1,medium
Poppins 600,Poppins,sans-serif,1,0,1,semibold
Poppins 600 Italic,Poppins,sans-serif,1,0,1,semibold
Poppins 700,Poppins,sans-serif,1,0,1,bold
Poppins 700 Italic,Poppins,sans-serif,1,0,1,bold
Poppins 800,Poppins,sans-serif,1,0,1,extrabold
Poppins 800 Italic,Poppins,sans-serif,1,0,1,extrabold
Poppins 900,Poppins,sans-serif,1,0,1,black
Poppins 900 Italic,Poppins,sans-serif,1,0,1,black
Port Lligat Sans,Port Lligat Sans,sans-serif,1,0,0,regular
Port Lligat Slab,Port Lligat Slab,serif,1,1,0,regular
Pragati Narrow 400,Pragati Narrow,sans-serif,1,0,0,regular
Pragati Narrow 700,Pragati Narrow,sans-serif,1,0,0,bold
Prata,Prata,serif,1,1,0,regular
Press Start 2P,Press Start 2P,display,0,1,0,regular
Pridi 200,Pridi,serif,1,1,0,extralight
Pridi 300,Pridi,serif,1,1,0,light
Pridi 400,Pridi,serif,1,1,0,regular
Pridi 500,Pridi,serif,1,1,0,medium
Pridi 600,Pridi,serif,1,1,0,semibold
Pridi 700,Pridi,serif,1,1,0,bold
Princess Sofia,Princess Sofia,handwriting,1,0,0,regular
Prociono,Prociono,serif,1,1,0,regular
Prompt 100,Prompt,sans-serif,1,0,0,thin
Prompt 100 Italic,Prompt,sans-serif,1,0,1,thin
Prompt 200,Prompt,sans-serif,1,0,1,extralight
Prompt 200 Italic,Prompt,sans-serif,1,0,1,extralight
Prompt 300,Prompt,sans-serif,1,0,1,light
Prompt 300 Italic,Prompt,sans-serif,1,0,1,light
Prompt 400,Prompt,sans-serif,1,0,1,regular
Prompt 400 Italic,Prompt,sans-serif,1,0,1,regular
Prompt 500,Prompt,sans-serif,1,0,1,medium
Prompt 500 Italic,Prompt,sans-serif,1,0,1,medium
Prompt 600,Prompt,sans-serif,1,0,1,semibold
Prompt 600 Italic,Prompt,sans-serif,1,0,1,semibold
Prompt 700,Prompt,sans-serif,1,0,1,bold
Prompt 700 Italic,Prompt,sans-serif,1,0,1,bold
Prompt 800,Prompt,sans-serif,1,0,1,extrabold
Prompt 800 Italic,Prompt,sans-serif,1,0,1,extrabold
Prompt 900,Prompt,sans-serif,1,0,1,black
Prompt 900 Italic,Prompt,sans-serif,1,0,1,black
Prosto One,Prosto One,display,0,1,0,regular
Proza Libre 400,Proza Libre,sans-serif,1,0,0,regular
Proza Libre 400 Italic,Proza Libre,sans-serif,1,0,1,regular
Proza Libre 500,Proza Libre,sans-serif,1,0,1,medium
Proza Libre 500 Italic,Proza Libre,sans-serif,1,0,1,medium
Proza Libre 600,Proza Libre,sans-serif,1,0,1,semibold
Proza Libre 600 Italic,Proza Libre,sans-serif,1,0,1,semibold
Proza Libre 700,Proza Libre,sans-serif,1,0,1,bold
Proza Libre 700 Italic,Proza Libre,sans-serif,1,0,1,bold
Proza Libre 800,Proza Libre,sans-serif,1,0,1,extrabold
Proza Libre 800 Italic,Proza Libre,sans-serif,1,0,1,extrabold
Puritan 400,Puritan,sans-serif,1,0,0,regular
Puritan 400 Italic,Puritan,sans-serif,1,0,1,regular
Puritan 700,Puritan,sans-serif,1,0,1,bold
Puritan 700 Italic,Puritan,sans-serif,1,0,1,bold
Purple Purse,Purple Purse,display,0,1,0,regular
Quando,Quando,serif,1,1,0,regular
Quantico 400,Quantico,sans-serif,1,0,0,regular
Quantico 400 Italic,Quantico,sans-serif,1,0,1,regular
Quantico 700,Quantico,sans-serif,1,0,1,bold
Quantico 700 Italic,Quantico,sans-serif,1,0,1,bold
Quattrocento 400,Quattrocento,serif,1,1,0,regular
