name,family,category,is_body,is_serif,is_italic,weight,glyphs,
Ubuntu Regular Italic,Ubuntu,contemporary,1,0,1,400,,
Ubuntu Condensed,Ubuntu Condensed,contemporary,1,0,0,400,,
Ubuntu Mono Bold,Ubuntu Mono,monospace,1,1,1,700,,
Ubuntu Mono Bold Italic,Ubuntu Mono,monospace,1,1,1,700,,
Ubuntu Mono Regular,Ubuntu Mono,monospace,1,1,0,400,,
Ubuntu Mono Regular Italic,Ubuntu Mono,monospace,1,1,1,400,,
Ultra,Ultra,western,1,1,0,400,,
Uncial Antiqua,Uncial Antiqua,medieval,0,1,0,400,,
Underdog,Underdog,display,0,1,0,400,*,
Unica One,Unica One,display,0,0,0,400,*,
UnifrakturCook,UnifrakturCook,display,0,1,0,400,*,
UnifrakturMaguntia,UnifrakturMaguntia,medieval,0,1,0,400,,
Unkempt Bold,Unkempt,display,0,1,0,700,*,
Unkempt Regular,Unkempt,display,0,1,0,400,*,
Unlock,Unlock,display,0,1,0,400,*,
Unna Bold,Unna,classical,1,1,1,700,,
Unna Bold Italic,Unna,classical,1,1,1,700,,
Unna Regular,Unna,classical,1,1,0,400,,
Unna Regular Italic,Unna,classical,1,1,1,400,,
Vampiro One,Vampiro One,display,0,1,0,400,,
Varela,Varela,modern,1,0,0,400,,
Varela Round,Varela Round,modern,1,0,0,400,,
Vast Shadow,Vast Shadow,western,0,1,0,400,,
Vesper Libre Black,Vesper Libre,oldstyle,1,1,0,900,,
Vesper Libre Bold,Vesper Libre,oldstyle,1,1,0,700,,
Vesper Libre Medium,Vesper Libre,oldstyle,1,1,0,500,,
Vesper Libre Regular,Vesper Libre,oldstyle,1,1,0,400,,
Vibes,Vibes,display,0,0,0,400,*,
Vibur,Vibur,handwriting,1,0,0,400,,
Vidaloka,Vidaloka,modern,1,1,0,400,,
Viga,Viga,humanist,1,0,0,400,,
Voces,Voces,display,0,1,0,400,*,
Volkhov Bold,Volkhov,contemporary,1,1,1,700,,
Volkhov Bold Italic,Volkhov,contemporary,1,1,1,700,,
Volkhov Regular,Volkhov,contemporary,1,1,0,400,,
Volkhov Regular Italic,Volkhov,contemporary,1,1,1,400,,
Vollkorn Black,Vollkorn,transitional,1,1,1,900,,
Vollkorn Black Italic,Vollkorn,transitional,1,1,1,900,,
Vollkorn Bold,Vollkorn,transitional,1,1,1,700,,
Vollkorn Bold Italic,Vollkorn,transitional,1,1,1,700,,
Vollkorn Regular,Vollkorn,transitional,1,1,0,400,,
Vollkorn Regular Italic,Vollkorn,transitional,1,1,1,400,,
Vollkorn Semi Bold,Vollkorn,transitional,1,1,1,600,,
Vollkorn Semi Bold Italic,Vollkorn,transitional,1,1,1,600,,
Vollkorn SC Black,Vollkorn SC,transitional,1,1,0,900,,
Vollkorn SC Bold,Vollkorn SC,transitional,1,1,0,700,,
Vollkorn SC Regular,Vollkorn SC,transitional,1,1,0,400,,
Vollkorn SC Semi Bold,Vollkorn SC,transitional,1,1,0,600,,
Voltaire,Voltaire,retro,1,0,0,400,,
VT323,VT323,monospace,1,1,0,400,,
Waiting for the Sunrise,Waiting for the Sunrise,handwriting,1,0,0,400,*,
Wallpoet,Wallpoet,display,0,1,0,400,*,
Walter Turncoat,Walter Turncoat,handwriting,1,0,0,400,,
Warnes,Warnes,display,0,1,0,400,*,
Wellfleet,Wellfleet,slab serif,0,1,0,400,,
Wendy One,Wendy One,sans-serif,1,0,0,400,*,
Wire One,Wire One,sans-serif,1,0,0,400,*,
Work Sans Black,Work Sans,grotesque,1,0,0,900,,
Work Sans Bold,Work Sans,grotesque,1,0,0,700,,
Work Sans Extra Bold,Work Sans,grotesque,1,0,0,800,,
Work Sans Extra Light,Work Sans,grotesque,1,0,0,200,,
Work Sans Light,Work Sans,grotesque,1,0,0,300,,
Work Sans Medium,Work Sans,grotesque,1,0,0,500,,
Work Sans Regular,Work Sans,grotesque,1,0,0,400,,
Work Sans Semi Bold,Work Sans,grotesque,1,0,0,600,,
Work Sans Thin,Work Sans,grotesque,1,0,0,100,,
Yanone Kaffeesatz Bold,Yanone Kaffeesatz,humanist,1,0,0,700,,
Yanone Kaffeesatz Extra Light,Yanone Kaffeesatz,humanist,1,0,0,200,,
Yanone Kaffeesatz Light,Yanone Kaffeesatz,humanist,1,0,0,300,,
Yanone Kaffeesatz Regular,Yanone Kaffeesatz,humanist,1,0,0,400,,
Yantramanav Black,Yantramanav,modern,1,0,0,900,,
Yantramanav Bold,Yantramanav,modern,1,0,0,700,,
Yantramanav Light,Yantramanav,modern,1,0,0,300,,
Yantramanav Medium,Yantramanav,modern,1,0,0,500,,
Yantramanav Regular,Yantramanav,modern,1,0,0,400,,
Yantramanav Thin,Yantramanav,modern,1,0,0,100,,
Yatra One,Yatra One,display,0,1,0,400,*,
Yellowtail,Yellowtail,script,1,0,0,400,,
Yeon Sung,Yeon Sung,display,0,1,0,400,*,
Yeseva One,Yeseva One,display,0,1,0,400,,
Yesteryear,Yesteryear,handwriting,1,0,0,400,*,
Yrsa Bold,Yrsa,contemporary,1,1,0,700,,
Yrsa Light,Yrsa,contemporary,1,1,0,300,,
Yrsa Medium,Yrsa,contemporary,1,1,0,500,,
Yrsa Regular,Yrsa,contemporary,1,1,0,400,,
Yrsa Semi Bold,Yrsa,contemporary,1,1,0,600,,
ZCOOL KuaiLe,ZCOOL KuaiLe,display,0,0,0,400,*,
ZCOOL QingKe HuangYou,ZCOOL QingKe HuangYou,display,0,0,0,400,*,
ZCOOL XiaoWei,ZCOOL XiaoWei,serif,1,1,0,400,*,
Zeyada,Zeyada,handwriting,1,0,0,400,*,
Zhi Mang Xing,Zhi Mang Xing,handwriting,1,0,0,400,*,
Zilla Slab Bold,Zilla Slab,slab serif,1,1,1,700,,
Zilla Slab Bold Italic,Zilla Slab,slab serif,1,1,1,700,,
Zilla Slab Light,Zilla Slab,slab serif,1,1,0,300,,
Zilla Slab Light Italic,Zilla Slab,slab serif,1,1,1,300,,
Zilla Slab Medium,Zilla Slab,slab serif,1,1,1,500,,
Zilla Slab Medium Italic,Zilla Slab,slab serif,1,1,1,500,,
Zilla Slab Regular,Zilla Slab,slab serif,1,1,1,400,,
Zilla Slab Regular Italic,Zilla Slab,slab serif,1,1,1,400,,
Zilla Slab Semi Bold,Zilla Slab,slab serif,1,1,1,600,,
Zilla Slab Semi Bold Italic,Zilla Slab,slab serif,1,1,1,600,,
Zilla Slab Highlight Bold,Zilla Slab Highlight,slab serif,0,1,0,700,,
Zilla Slab Highlight Regular,Zilla Slab Highlight,slab serif,0,1,0,400,,
