name,family,category,is_body,is_serif,is_italic,weight,glyphs,
ABeeZee Regular,ABeeZee,informal,1,0,0,400,,check for serif/italic/body
ABeeZee Regular Italic,ABeeZee,informal,1,0,1,400,,
Abel,Abel,contemporary,1,0,0,400,,
Abhaya Libre Bold,Abhaya Libre,modern,1,1,0,700,,
Abhaya Libre Extra Bold,Abhaya Libre,modern,1,1,0,800,,
Abhaya Libre Medium,Abhaya Libre,modern,1,1,0,500,,
Abhaya Libre Regular,Abhaya Libre,modern,1,1,0,400,,
Abhaya Libre Semi Bold,Abhaya Libre,modern,1,1,0,600,,
Abril Fatface,Abril Fatface,display,0,1,0,400,,
Aclonica,Aclonica,display,1,0,0,400,,
Acme,Acme,display,1,0,0,400,,
Actor,Actor,contemporary,1,0,0,400,,
Adamina,Adamina,oldstyle,1,1,0,400,,
Advent Pro Bold,Advent Pro,contemporary,1,0,0,700,,
Advent Pro Extra Light,Advent Pro,contemporary,1,0,0,200,,
Advent Pro Light,Advent Pro,contemporary,1,0,0,300,,
Advent Pro Medium,Advent Pro,contemporary,1,0,0,500,,
Advent Pro Regular,Advent Pro,contemporary,1,0,0,400,,
Advent Pro Semi Bold,Advent Pro,contemporary,1,0,0,600,,
Advent Pro Thin,Advent Pro,contemporary,1,0,0,100,,
Aguafina Script,Aguafina Script,script,0,0,1,400,,
Akronim,Akronim,display,0,1,0,400,,
Aladin,Aladin,script,1,0,0,400,,
Aldrich,Aldrich,modern,1,0,0,400,,
Alef Bold,Alef,modern,1,0,0,700,,
Alef Regular,Alef,modern,1,0,0,400,,
Alegreya Black,Alegreya,oldstyle,1,1,0,900,,
Alegreya Black Italic,Alegreya,oldstyle,1,1,1,900,,
Alegreya Bold,Alegreya,oldstyle,1,1,0,700,,
Alegreya Bold Italic,Alegreya,oldstyle,1,1,1,700,,
Alegreya Extra Bold,Alegreya,oldstyle,1,1,0,800,,
Alegreya Extra Bold Italic,Alegreya,oldstyle,1,1,1,800,,
Alegreya Medium,Alegreya,oldstyle,1,1,0,500,,
Alegreya Medium Italic,Alegreya,oldstyle,1,1,1,500,,
Alegreya Regular,Alegreya,oldstyle,1,1,0,400,,
Alegreya Regular Italic,Alegreya,oldstyle,1,1,1,400,,
Alegreya Sans Black,Alegreya Sans,humanist,1,0,1,900,,
Alegreya Sans Black Italic,Alegreya Sans,humanist,1,0,1,900,,
Alegreya Sans Bold,Alegreya Sans,humanist,1,0,1,700,,
Alegreya Sans Bold Italic,Alegreya Sans,humanist,1,0,1,700,,
Alegreya Sans Extra Bold,Alegreya Sans,humanist,1,0,1,800,,
Alegreya Sans Extra Bold Italic,Alegreya Sans,humanist,1,0,1,800,,
Alegreya Sans Light,Alegreya Sans,humanist,1,0,1,300,,
Alegreya Sans Light Italic,Alegreya Sans,humanist,1,0,1,300,,
Alegreya Sans Medium,Alegreya Sans,humanist,1,0,1,500,,
Alegreya Sans Medium Italic,Alegreya Sans,humanist,1,0,1,500,,
Alegreya Sans Regular,Alegreya Sans,humanist,1,0,1,400,,
Alegreya Sans Regular Italic,Alegreya Sans,humanist,1,0,1,400,,
Alegreya Sans Thin,Alegreya Sans,humanist,1,0,0,100,,
Alegreya Sans Thin Italic,Alegreya Sans,humanist,1,0,1,100,,
Alegreya Sans SC Black,Alegreya Sans SC,humanist,1,0,1,900,,
Alegreya Sans SC Black Italic,Alegreya Sans SC,humanist,1,0,1,900,,
Alegreya Sans SC Bold,Alegreya Sans SC,humanist,1,0,1,700,,
Alegreya Sans SC Bold Italic,Alegreya Sans SC,humanist,1,0,1,700,,
Alegreya Sans SC Extra Bold,Alegreya Sans SC,humanist,1,0,1,800,,
Alegreya Sans SC Extra Bold Italic,Alegreya Sans SC,humanist,1,0,1,800,,
Alegreya Sans SC Light,Alegreya Sans SC,humanist,1,0,1,300,,
Alegreya Sans SC Light Italic,Alegreya Sans SC,humanist,1,0,1,300,,
Alegreya Sans SC Medium,Alegreya Sans SC,humanist,1,0,1,500,,
Alegreya Sans SC Medium Italic,Alegreya Sans SC,humanist,1,0,1,500,,
Alegreya Sans SC Regular,Alegreya Sans SC,humanist,1,0,1,400,,
Alegreya Sans SC Regular Italic,Alegreya Sans SC,humanist,1,0,1,400,,
Alegreya Sans SC Thin,Alegreya Sans SC,humanist,1,0,0,100,,
Alegreya Sans SC Thin Italic,Alegreya Sans SC,humanist,1,0,1,100,,
Alegreya SC Black,Alegreya SC,oldstyle,1,1,0,900,,
Alegreya SC Black Italic,Alegreya SC,oldstyle,1,1,1,900,,
Alegreya SC Bold,Alegreya SC,oldstyle,1,1,0,700,,
Alegreya SC Bold Italic,Alegreya SC,oldstyle,1,1,1,700,,
Alegreya SC Extra Bold,Alegreya SC,oldstyle,1,1,0,800,,
Alegreya SC Extra Bold Italic,Alegreya SC,oldstyle,1,1,1,800,,
Alegreya SC Medium,Alegreya SC,oldstyle,1,1,0,500,,
Alegreya SC Medium Italic,Alegreya SC,oldstyle,1,1,1,500,,
Alegreya SC Regular,Alegreya SC,oldstyle,1,1,0,400,,
Alegreya SC Regular Italic,Alegreya SC,oldstyle,1,1,1,400,,
Aleo Bold,Aleo,contemporary,1,1,1,700,,
Aleo Bold Italic,Aleo,contemporary,1,1,1,700,,
Aleo Light,Aleo,contemporary,1,1,0,300,,
Aleo Light Italic,Aleo,contemporary,1,1,1,300,,
Aleo Regular,Aleo,contemporary,1,1,1,400,,
Aleo Regular Italic,Aleo,contemporary,1,1,1,400,,
Alex Brush,Alex Brush,script,1,0,0,400,,
Alfa Slab One,Alfa Slab One,contemporary,0,1,0,400,,
Alice,Alice,oldstyle,1,1,0,400,,
Alike,Alike,oldstyle,1,1,0,400,,
Alike Angular,Alike Angular,oldstyle,1,1,0,400,,
Allan Bold,Allan,display,0,0,0,700,,
Allan Regular,Allan,display,0,0,0,400,,
Allerta,Allerta,contemporary,1,0,0,400,,
Allerta Stencil,Allerta Stencil,display,1,0,0,400,,
Allura,Allura,script,0,0,1,400,,
Almendra Bold,Almendra,medieval,1,1,1,700,,
Almendra Bold Italic,Almendra,medieval,1,1,1,700,,
Almendra Regular,Almendra,medieval,1,1,0,400,,
Almendra Regular Italic,Almendra,medieval,1,1,1,400,,
Almendra Display,Almendra Display,medieval,0,1,0,400,,
Almendra SC,Almendra SC,medieval,1,1,0,400,,
Amarante,Amarante,medieval,0,1,0,400,,
Amaranth Bold,Amaranth,modern,1,0,1,700,,
Amaranth Bold Italic,Amaranth,modern,1,0,1,700,,
Amaranth Regular,Amaranth,modern,1,0,0,400,,
Amaranth Regular Italic,Amaranth,modern,1,0,1,400,,
Amatic SC Bold,Amatic SC,handwriting,1,0,0,700,,
Amatic SC Regular,Amatic SC,handwriting,1,0,0,400,,
Amethysta,Amethysta,oldstyle,1,1,0,400,,
Amiko Bold,Amiko,contemporary,1,0,0,700,,
Amiko Regular,Amiko,contemporary,1,0,0,400,,
Amiko Semi Bold,Amiko,contemporary,1,0,0,600,,
Amiri Bold,Amiri,oldstyle,1,1,1,700,,
Amiri Bold Italic,Amiri,oldstyle,1,1,1,700,,
Amiri Regular,Amiri,oldstyle,1,1,0,400,,
Amiri Regular Italic,Amiri,oldstyle,1,1,1,400,,
Amita Bold,Amita,script,1,0,0,700,,
Amita Regular,Amita,script,1,0,0,400,,
Anaheim,Anaheim,contemporary,1,0,0,400,,
Andada,Andada,oldstyle,1,1,0,400,,has other styles
Andika,Andika,contemporary,1,0,0,400,,has other styles
Annie Use Your Telescope,Annie Use Your Telescope,handwriting,1,0,0,400,,
Anonymous Pro Bold,Anonymous Pro,monospace,1,1,1,700,,
Anonymous Pro Bold Italic,Anonymous Pro,monospace,1,1,1,700,,
Anonymous Pro Regular,Anonymous Pro,monospace,1,1,0,400,,
Anonymous Pro Regular Italic,Anonymous Pro,monospace,1,1,1,400,,
Antic,Antic,contemporary,1,0,0,400,,
Antic Didone,Antic,contemporary,1,1,0,400,,
Antic Slab,Antic,contemporary,1,1,0,400,,
Anton,Anton,display,1,0,0,400,,
Arapey Regular,Arapey,modern,1,1,0,400,,
Arapey Regular Italic,Arapey,modern,1,1,1,400,,
Arbutus,Arbutus,display,0,1,0,400,,
Arbutus Slab,Arbutus Slab,slab serif,1,1,0,400,,
Architects Daughter,Architects Daughter,handwriting,1,0,0,400,,
Archivo Bold,Archivo,grotesque,1,0,1,700,,
Archivo Bold Italic,Archivo,grotesque,1,0,1,700,,
Archivo Medium,Archivo,grotesque,1,0,1,500,,
Archivo Medium Italic,Archivo,grotesque,1,0,1,500,,
Archivo Regular,Archivo,grotesque,1,0,0,400,,
Archivo Regular Italic,Archivo,grotesque,1,0,1,400,,
Archivo Semi Bold,Archivo,grotesque,1,0,1,600,,
Archivo Semi Bold Italic,Archivo,grotesque,1,0,1,600,,
Archivo Black,Archivo Black,grotesque,0,0,0,900,,
Archivo Narrow Bold,Archivo Narrow,grotesque,1,0,1,700,,
Archivo Narrow Bold Italic,Archivo Narrow,grotesque,1,0,1,700,,
Archivo Narrow Medium,Archivo Narrow,grotesque,1,0,1,500,,
Archivo Narrow Medium Italic,Archivo Narrow,grotesque,1,0,1,500,,
Archivo Narrow Regular,Archivo Narrow,grotesque,1,0,0,400,,
Archivo Narrow Regular Italic,Archivo Narrow,grotesque,1,0,1,400,,
Archivo Narrow Semi Bold,Archivo Narrow,grotesque,1,0,1,600,,
Archivo Narrow Semi Bold Italic,Archivo Narrow,grotesque,1,0,1,600,,
Aref Ruqaa Bold,Aref Ruqaa,script,1,1,0,700,,
Aref Ruqaa Regular,Aref Ruqaa,script,1,1,0,400,,
Arima Madurai Black,Arima Madurai,humanist,1,1,0,900,,
Arima Madurai Bold,Arima Madurai,humanist,1,1,0,700,,
Arima Madurai Extra Bold,Arima Madurai,humanist,1,1,0,800,,
Arima Madurai Extra Light,Arima Madurai,humanist,1,1,0,200,,
Arima Madurai Light,Arima Madurai,humanist,1,1,0,300,,
Arima Madurai Medium,Arima Madurai,humanist,1,1,0,500,,
Arima Madurai Regular,Arima Madurai,humanist,1,1,0,400,,
Arima Madurai Thin,Arima Madurai,humanist,1,1,0,100,,
Arimo Bold,Arimo,modern,1,0,1,700,,
Arimo Bold Italic,Arimo,modern,1,0,1,700,,
Arimo Regular,Arimo,modern,1,0,0,400,,
Arimo Regular Italic,Arimo,modern,1,0,1,400,,
Arizonia,Arizonia,script,0,0,0,400,,
Armata,Armata,contemporary,1,0,0,400,,
Arsenal Bold,Arsenal,grotesque,1,0,1,700,,
Arsenal Bold Italic,Arsenal,grotesque,1,0,1,700,,
Arsenal Regular,Arsenal,grotesque,1,0,0,400,,
Arsenal Regular Italic,Arsenal,grotesque,1,0,1,400,,
Artifika,Artifika,medieval,1,1,0,400,,
Arvo Bold,Arvo,geometric,1,1,0,700,,
Arvo Bold Italic,Arvo,geometric,1,1,1,700,,
Arvo Regular,Arvo,geometric,1,1,0,400,,
Arvo Regular Italic,Arvo,geometric,1,1,1,400,,
Arya Bold,Arya,modern,1,0,0,700,,
Arya Regular,Arya,modern,1,0,0,400,,
Asap Bold,Asap,modern,1,0,1,700,,
Asap Bold Italic,Asap,modern,1,0,1,700,,
Asap Medium,Asap,modern,1,0,1,500,,
Asap Medium Italic,Asap,modern,1,0,1,500,,
Asap Regular,Asap,modern,1,0,0,400,,
Asap Regular Italic,Asap,modern,1,0,1,400,,
Asap Semi Bold,Asap,modern,1,0,1,600,,
Asap Semi Bold Italic,Asap,modern,1,0,1,600,,
Asap Condensed Bold,Asap Condensed,modern,1,0,1,700,,
Asap Condensed Bold Italic,Asap Condensed,modern,1,0,1,700,,
Asap Condensed Medium,Asap Condensed,modern,1,0,1,500,,
Asap Condensed Medium Italic,Asap Condensed,modern,1,0,1,500,,
Asap Condensed Regular,Asap Condensed,modern,1,0,0,400,,
Asap Condensed Regular Italic,Asap Condensed,modern,1,0,1,400,,
Asap Condensed Semi Bold,Asap Condensed,modern,1,0,1,600,,
Asap Condensed Semi Bold Italic,Asap Condensed,modern,1,0,1,600,,
Asar,Asar,oldstyle,1,1,0,400,,
Asset,Asset,slab serif,0,1,0,400,,
Assistant Bold,Assistant,humanist,1,0,0,700,,
Assistant Extra Bold,Assistant,humanist,1,0,0,800,,
Assistant Extra Light,Assistant,humanist,1,0,0,200,,
Assistant Light,Assistant,humanist,1,0,0,300,,
Assistant Regular,Assistant,humanist,1,0,0,400,,
Assistant Semi Bold,Assistant,humanist,1,0,0,600,,
Astloch Bold,Astloch,medieval,0,1,0,700,,
Astloch Regular,Astloch,medieval,0,1,0,400,,
Asul Bold,Asul,contemporary,1,0,0,700,,
Asul Regular,Asul,contemporary,1,0,0,400,,
Athiti Bold,Athiti,humanist,1,0,0,700,,
Athiti Extra Light,Athiti,humanist,1,0,0,200,,
Athiti Light,Athiti,humanist,1,0,0,300,,
Athiti Medium,Athiti,humanist,1,0,0,500,,
Athiti Regular,Athiti,humanist,1,0,0,400,,
Athiti Semi Bold,Athiti,humanist,1,0,0,600,,
Atma Bold,Atma,informal,0,0,0,700,,
Atma Light,Atma,informal,0,0,0,300,,
Atma Medium,Atma,informal,0,0,0,500,,
Atma Regular,Atma,informal,0,0,0,400,,
Atma Semi Bold,Atma,informal,0,0,0,600,,
Atomic Age,Atomic Age,display,0,1,0,400,,
Aubrey,Aubrey,display,0,0,0,400,,
Audiowide,Audiowide,display,0,0,0,400,,
Autour One,Autour One,informal,1,1,0,400,,
Average,Average,oldstyle,1,1,0,400,,
Average Sans,Average Sans,contemporary,1,0,0,400,,
Averia Gruesa Libre,Averia Gruesa Libre,informal,0,0,0,400,,
Averia Libre Bold,Averia Libre,informal,0,0,1,700,,
Averia Libre Bold Italic,Averia Libre,informal,0,0,1,700,,
Averia Libre Light,Averia Libre,informal,0,0,0,300,,
Averia Libre Light Italic,Averia Libre,informal,0,0,1,300,,
Averia Libre Regular,Averia Libre,informal,0,0,1,400,,
Averia Libre Regular Italic,Averia Libre,informal,0,0,1,400,,
Averia Sans Libre Bold,Averia Sans Libre,informal,0,0,1,700,,
Averia Sans Libre Bold Italic,Averia Sans Libre,informal,0,0,1,700,,
Averia Sans Libre Light,Averia Sans Libre,informal,0,0,0,300,,
Averia Sans Libre Light Italic,Averia Sans Libre,informal,0,0,1,300,,
Averia Sans Libre Regular,Averia Sans Libre,informal,0,0,1,400,,
Averia Sans Libre Regular Italic,Averia Sans Libre,informal,0,0,1,400,,
Averia Serif Libre Bold,Averia Serif Libre,informal,0,1,1,700,,
Averia Serif Libre Bold Italic,Averia Serif Libre,informal,0,1,1,700,,
Averia Serif Libre Light,Averia Serif Libre,informal,0,1,0,300,,
Averia Serif Libre Light Italic,Averia Serif Libre,informal,0,1,1,300,,
Averia Serif Libre Regular,Averia Serif Libre,informal,0,1,1,400,,
Averia Serif Libre Regular Italic,Averia Serif Libre,informal,0,1,1,400,,
B612 Bold,B612,modern,1,0,1,700,,
B612 Bold Italic,B612,modern,1,0,1,700,,
B612 Regular,B612,modern,1,0,0,400,,
B612 Regular Italic,B612,modern,1,0,1,400,,
B612 Mono Bold,B612 Mono,monospace,1,1,1,700,,
B612 Mono Bold Italic,B612 Mono,monospace,1,1,1,700,,
B612 Mono Regular,B612 Mono,monospace,1,1,0,400,,
B612 Mono Regular Italic,B612 Mono,monospace,1,1,1,400,,
Bad Script,Bad Script,handwriting,1,0,0,400,,
Bahiana,Bahiana,display,0,0,0,400,,
Bahianita,Bahianita,display,0,1,0,400,,
Bai Jamjuree Bold,Bai Jamjuree,modern,1,0,1,700,,
Bai Jamjuree Bold Italic,Bai Jamjuree,modern,1,0,1,700,,
Bai Jamjuree Extra Light,Bai Jamjuree,modern,1,0,0,200,,
Bai Jamjuree Extra Light Italic,Bai Jamjuree,modern,1,0,1,200,,
Bai Jamjuree Light,Bai Jamjuree,modern,1,0,1,300,,
Bai Jamjuree Light Italic,Bai Jamjuree,modern,1,0,1,300,,
Bai Jamjuree Medium,Bai Jamjuree,modern,1,0,1,500,,
Bai Jamjuree Medium Italic,Bai Jamjuree,modern,1,0,1,500,,
Bai Jamjuree Regular,Bai Jamjuree,modern,1,0,1,400,,
Bai Jamjuree Regular Italic,Bai Jamjuree,modern,1,0,1,400,,
Bai Jamjuree Semi Bold,Bai Jamjuree,modern,1,0,1,600,,
Bai Jamjuree Semi Bold Italic,Bai Jamjuree,modern,1,0,1,600,,
Baloo,Baloo,informal,0,0,0,400,,
Baloo Bhai,Baloo Bhai,display,0,0,0,400,,
Baloo Bhaijaan,Baloo Bhaijaan,display,0,0,0,400,,
Baloo Bhaina,Baloo Bhaina,display,0,0,0,400,,
Baloo Chettan,Baloo Chettan,display,0,0,0,400,,
Baloo Da,Baloo Da,display,0,0,0,400,,
Baloo Paaji,Baloo Paaji,display,0,0,0,400,,
Baloo Tamma,Baloo Tamma,display,0,0,0,400,,
Baloo Tammudu,Baloo Tammudu,display,0,0,0,400,,
Baloo Thambi,Baloo Thambi,display,0,0,0,400,,
Balthazar,Balthazar,contemporary,1,1,0,400,,
Bangers,Bangers,display,0,0,0,400,,
Barlow Black,Barlow,grotesque,1,0,1,900,,
Barlow Black Italic,Barlow,grotesque,1,0,1,900,,
Barlow Bold,Barlow,grotesque,1,0,1,700,,
Barlow Bold Italic,Barlow,grotesque,1,0,1,700,,
Barlow Extra Bold,Barlow,grotesque,1,0,1,800,,
Barlow Extra Bold Italic,Barlow,grotesque,1,0,1,800,,
Barlow Extra Light,Barlow,grotesque,1,0,1,200,,
Barlow Extra Light Italic,Barlow,grotesque,1,0,1,200,,
Barlow Light,Barlow,grotesque,1,0,1,300,,
Barlow Light Italic,Barlow,grotesque,1,0,1,300,,
Barlow Medium,Barlow,grotesque,1,0,1,500,,
Barlow Medium Italic,Barlow,grotesque,1,0,1,500,,
Barlow Regular,Barlow,grotesque,1,0,1,400,,
Barlow Regular Italic,Barlow,grotesque,1,0,1,400,,
Barlow Semi Bold,Barlow,grotesque,1,0,1,600,,
Barlow Semi Bold Italic,Barlow,grotesque,1,0,1,600,,
Barlow Thin,Barlow,grotesque,1,0,0,100,,
Barlow Thin Italic,Barlow,grotesque,1,0,1,100,,
Barlow Condensed Black,Barlow Condensed,grotesque,1,0,1,900,,
Barlow Condensed Black Italic,Barlow Condensed,grotesque,1,0,1,900,,
Barlow Condensed Bold,Barlow Condensed,grotesque,1,0,1,700,,
Barlow Condensed Bold Italic,Barlow Condensed,grotesque,1,0,1,700,,
Barlow Condensed Extra Bold,Barlow Condensed,grotesque,1,0,1,800,,
Barlow Condensed Extra Bold Italic,Barlow Condensed,grotesque,1,0,1,800,,
Barlow Condensed Extra Light,Barlow Condensed,grotesque,1,0,1,200,,
Barlow Condensed Extra Light Italic,Barlow Condensed,grotesque,1,0,1,200,,
Barlow Condensed Light,Barlow Condensed,grotesque,1,0,1,300,,
Barlow Condensed Light Italic,Barlow Condensed,grotesque,1,0,1,300,,
Barlow Condensed Medium,Barlow Condensed,grotesque,1,0,1,500,,
Barlow Condensed Medium Italic,Barlow Condensed,grotesque,1,0,1,500,,
Barlow Condensed Regular,Barlow Condensed,grotesque,1,0,1,400,,
Barlow Condensed Regular Italic,Barlow Condensed,grotesque,1,0,1,400,,
Barlow Condensed Semi Bold,Barlow Condensed,grotesque,1,0,1,600,,
Barlow Condensed Semi Bold Italic,Barlow Condensed,grotesque,1,0,1,600,,
Barlow Condensed Thin,Barlow Condensed,grotesque,1,0,0,100,,
Barlow Condensed Thin Italic,Barlow Condensed,grotesque,1,0,1,100,,
Barlow Semi Condensed Black,Barlow Semi Condensed,grotesque,1,0,1,900,,
Barlow Semi Condensed Black Italic,Barlow Semi Condensed,grotesque,1,0,1,900,,
Barlow Semi Condensed Bold,Barlow Semi Condensed,grotesque,1,0,1,700,,
Barlow Semi Condensed Bold Italic,Barlow Semi Condensed,grotesque,1,0,1,700,,
Barlow Semi Condensed Extra Bold,Barlow Semi Condensed,grotesque,1,0,1,800,,
Barlow Semi Condensed Extra Bold Italic,Barlow Semi Condensed,grotesque,1,0,1,800,,
Barlow Semi Condensed Extra Light,Barlow Semi Condensed,grotesque,1,0,1,200,,
Barlow Semi Condensed Extra Light Italic,Barlow Semi Condensed,grotesque,1,0,1,200,,
Barlow Semi Condensed Light,Barlow Semi Condensed,grotesque,1,0,1,300,,
Barlow Semi Condensed Light Italic,Barlow Semi Condensed,grotesque,1,0,1,300,,
Barlow Semi Condensed Medium,Barlow Semi Condensed,grotesque,1,0,1,500,,
Barlow Semi Condensed Medium Italic,Barlow Semi Condensed,grotesque,1,0,1,500,,
Barlow Semi Condensed Regular,Barlow Semi Condensed,grotesque,1,0,1,400,,
Barlow Semi Condensed Regular Italic,Barlow Semi Condensed,grotesque,1,0,1,400,,
Barlow Semi Condensed Semi Bold,Barlow Semi Condensed,grotesque,1,0,1,600,,
Barlow Semi Condensed Semi Bold Italic,Barlow Semi Condensed,grotesque,1,0,1,600,,
Barlow Semi Condensed Thin,Barlow Semi Condensed,grotesque,1,0,0,100,,
Barlow Semi Condensed Thin Italic,Barlow Semi Condensed,grotesque,1,0,1,100,,
Barriecito,Barriecito,geometric,0,1,0,400,,
Barrio,Barrio,geometric,0,0,0,400,,
Basic,Basic,modern,1,0,0,400,,
Baumans,Baumans,display,0,1,0,400,,
Be Vietnam Bold,Be Vietnam,contemporary,1,0,1,700,,
Be Vietnam Bold Italic,Be Vietnam,contemporary,1,0,1,700,,
Be Vietnam Extra Bold,Be Vietnam,contemporary,1,0,1,800,,
Be Vietnam Extra Bold Italic,Be Vietnam,contemporary,1,0,1,800,,
Be Vietnam Light,Be Vietnam,contemporary,1,0,1,300,,
Be Vietnam Light Italic,Be Vietnam,contemporary,1,0,1,300,,
Be Vietnam Medium,Be Vietnam,contemporary,1,0,1,500,,
Be Vietnam Medium Italic,Be Vietnam,contemporary,1,0,1,500,,
Be Vietnam Regular,Be Vietnam,contemporary,1,0,1,400,,
Be Vietnam Regular Italic,Be Vietnam,contemporary,1,0,1,400,,
Be Vietnam Semi Bold,Be Vietnam,contemporary,1,0,1,600,,
Be Vietnam Semi Bold Italic,Be Vietnam,contemporary,1,0,1,600,,
Be Vietnam Thin,Be Vietnam,contemporary,1,0,0,100,,
Be Vietnam Thin Italic,Be Vietnam,contemporary,1,0,1,100,,
Belgrano,Belgrano,modern,1,1,0,400,,
Bellefair,Bellefair,oldstyle,1,1,0,400,,
Belleza,Belleza,sans-serif,1,0,0,400,,
BenchNine Bold,BenchNine,informal,1,0,0,700,,
BenchNine Light,BenchNine,informal,1,0,0,300,,
BenchNine Regular,BenchNine,informal,1,0,0,400,,
Bentham,Bentham,oldstyle,1,1,0,400,,
Berkshire Swash,Berkshire Swash,script,0,0,0,400,,
Beth Ellen,Beth Ellen,handwriting,1,0,0,400,,
Bevan,Bevan,slab serif,0,1,0,400,,
Big Shoulders Display Black,Big Shoulders Display,modern,0,0,0,900,,
Big Shoulders Display Bold,Big Shoulders Display,modern,0,0,0,700,,
Big Shoulders Display Extra Bold,Big Shoulders Display,modern,0,0,0,800,,
Big Shoulders Display Light,Big Shoulders Display,modern,0,0,0,300,,
Big Shoulders Display Medium,Big Shoulders Display,modern,0,0,0,500,,
Big Shoulders Display Regular,Big Shoulders Display,modern,0,0,0,400,,
Big Shoulders Display Semi Bold,Big Shoulders Display,modern,0,0,0,600,,
Big Shoulders Display Thin,Big Shoulders Display,modern,0,0,0,100,,
Big Shoulders Text Black,Big Shoulders Text,modern,1,0,0,900,,
Big Shoulders Text Bold,Big Shoulders Text,modern,1,0,0,700,,
Big Shoulders Text Extra Bold,Big Shoulders Text,modern,1,0,0,800,,
Big Shoulders Text Light,Big Shoulders Text,modern,1,0,0,300,,
Big Shoulders Text Medium,Big Shoulders Text,modern,1,0,0,500,,
Big Shoulders Text Regular,Big Shoulders Text,modern,1,0,0,400,,
Big Shoulders Text Semi Bold,Big Shoulders Text,modern,1,0,0,600,,
Big Shoulders Text Thin,Big Shoulders Text,modern,1,0,0,100,,
Bigelow Rules,Bigelow Rules,informal,0,1,0,400,,
Bigshot One,Bigshot One,display,0,1,0,400,,
Bilbo,Bilbo,handwriting,1,0,0,400,,
Bilbo Swash Caps,Bilbo Swash Caps,handwriting,1,0,0,400,,
BioRhyme Bold,BioRhyme,humanist,1,1,0,700,,
BioRhyme Extra Bold,BioRhyme,humanist,1,1,0,800,,
BioRhyme Extra Light,BioRhyme,humanist,1,1,0,200,,
BioRhyme Light,BioRhyme,humanist,1,1,0,300,,
BioRhyme Regular,BioRhyme,humanist,1,1,0,400,,
BioRhyme Expanded Bold,BioRhyme Expanded,humanist,0,1,0,700,,
BioRhyme Expanded Extra Bold,BioRhyme Expanded,humanist,0,1,0,800,,
BioRhyme Expanded Extra Light,BioRhyme Expanded,humanist,0,1,0,200,,
BioRhyme Expanded Light,BioRhyme Expanded,humanist,0,1,0,300,,
BioRhyme Expanded Regular,BioRhyme Expanded,humanist,0,1,0,400,,
Biryani Black,Biryani,geometric,1,0,0,900,,
Biryani Bold,Biryani,geometric,1,0,0,700,,
Biryani Extra Bold,Biryani,geometric,1,0,0,800,,
Biryani Extra Light,Biryani,geometric,1,0,0,200,,
Biryani Light,Biryani,geometric,1,0,0,300,,
Biryani Regular,Biryani,geometric,1,0,0,400,,
Biryani Semi Bold,Biryani,geometric,1,0,0,600,,
Bitter Bold,Bitter,slab serif,1,1,1,700,,
Bitter Regular,Bitter,slab serif,1,1,0,400,,
Bitter Regular Italic,Bitter,slab serif,1,1,1,400,,
Black And White Picture,Black And White Picture,informal,1,0,0,400,,
Black Han Sans,Black Han Sans,geometric,1,0,0,400,,
Black Ops One,Black Ops One,geometric,0,0,0,400,,
Blinker Black,Blinker,modern,1,0,0,900,,
Blinker Bold,Blinker,modern,1,0,0,700,,
Blinker Extra Bold,Blinker,modern,1,0,0,800,,
Blinker Extra Light,Blinker,modern,1,0,0,200,,
Blinker Light,Blinker,modern,1,0,0,300,,
Blinker Regular,Blinker,modern,1,0,0,400,,
Blinker Semi Bold,Blinker,modern,1,0,0,600,,
Blinker Thin,Blinker,modern,1,0,0,100,,
Bonbon,Bonbon,informal,1,0,0,400,,
Boogaloo,Boogaloo,informal,0,0,0,400,,
Bowlby One,Bowlby One,geometric,0,0,0,400,,
Bowlby One SC,Bowlby One,geometric,0,0,0,400,,
Brawler,Brawler,oldstyle,1,1,0,400,,
Bree Serif,Bree Serif,slab serif,1,1,0,400,,
Bubblegum Sans,Bubblegum Sans,informal,0,0,0,400,,
Bubbler One,Bubbler One,informal,1,0,0,400,,
Buda,Buda,transitional,0,1,0,400,,
Buenard Bold,Buenard,oldstyle,1,1,0,700,,
Buenard Regular,Buenard,oldstyle,1,1,0,400,,
Bungee,Bungee,display,0,1,0,400,,
Bungee Hairline,Bungee Hairline,display,0,1,0,400,,
Bungee Inline,Bungee Inline,display,0,1,0,400,,
Bungee Outline,Bungee Outline,display,0,1,0,400,,
Bungee Shade,Bungee Shade,display,0,1,0,400,,
Butcherman,Butcherman,display,0,1,0,400,,
Butterfly Kids,Butterfly Kids,informal,1,0,0,400,,
Cabin Bold,Cabin,contemporary,1,0,1,700,,
Cabin Bold Italic,Cabin,contemporary,1,0,1,700,,
Cabin Medium,Cabin,contemporary,1,0,1,500,,
Cabin Medium Italic,Cabin,contemporary,1,0,1,500,,
Cabin Regular,Cabin,contemporary,1,0,0,400,,
Cabin Regular Italic,Cabin,contemporary,1,0,1,400,,
Cabin Semi Bold,Cabin,contemporary,1,0,1,600,,
Cabin Semi Bold Italic,Cabin,contemporary,1,0,1,600,,
Cabin Condensed Bold,Cabin Condensed,contemporary,1,0,0,700,,
Cabin Condensed Medium,Cabin Condensed,contemporary,1,0,0,500,,
Cabin Condensed Regular,Cabin Condensed,contemporary,1,0,0,400,,
